week,week_start_date,market,brand,keyword,flavor,search_volume,relative_index,yoy_change_pct,is_anomaly_week,anomaly_type
2025-W46,2025-11-19,India,Lay's,lays magic masala,magic masala,58984,1.157,22.6,False,
2025-W46,2025-11-19,India,Lay's,lays classic salted,classic salted,44143,1.162,17.6,False,
2025-W46,2025-11-19,India,Lay's,lays american cream onion,american cream onion,37674,1.299,12.6,False,
2025-W46,2025-11-19,India,Lay's,lays spanish tomato tango,spanish tomato tango,23981,1.09,13.3,False,
2025-W46,2025-11-19,India,Lay's,lays max peri peri,max peri peri,23683,1.316,15.1,False,
2025-W46,2025-11-19,India,Lay's,buy lays online,buy  online,41053,1.324,18.4,False,
2025-W46,2025-11-19,India,Lay's,lays price,price,37050,1.323,29.6,False,
2025-W46,2025-11-19,India,Pringles,pringles chips,chips,43510,1.145,17.4,False,
2025-W46,2025-11-19,India,Pringles,pringles original,original,23349,1.061,27.8,False,
2025-W46,2025-11-19,India,Pringles,pringles sour cream onion,sour cream onion,23519,1.307,40.0,False,
2025-W46,2025-11-19,India,Pringles,pringles wavy,wavy,9800,1.089,12.7,False,
2025-W46,2025-11-19,India,Pringles,pringles price india,price india,20516,1.282,13.7,False,
2025-W46,2025-11-19,India,Pringles,pringles cheddar,cheddar,11946,1.086,-1.6,False,
2025-W46,2025-11-19,India,Doritos,doritos nacho cheese,nacho cheese,29588,1.02,-13.1,False,
2025-W46,2025-11-19,India,Doritos,doritos cool ranch,cool ranch,18564,1.092,18.1,False,
2025-W46,2025-11-19,India,Doritos,doritos flamin hot,flamin hot,28575,1.361,30.0,False,
2025-W46,2025-11-19,India,Doritos,doritos flamin hot lime,flamin hot lime,8649,1.081,3.2,False,
2025-W46,2025-11-19,India,Doritos,doritos sweet chili,sweet chili,14756,1.23,8.2,False,
2025-W46,2025-11-19,India,Doritos,doritos controversy,controversy,959,0.24,-15.2,False,
2025-W46,2025-11-19,India,category,best chips brand india,best chips brand india,56768,1.183,-0.5,False,
2025-W46,2025-11-19,India,category,healthy snacks india,healthy snacks india,73144,1.03,5.7,False,
2025-W46,2025-11-19,India,category,chips on offer today,chips on offer today,45972,1.179,-4.5,False,
2025-W46,2025-11-19,India,category,snacks for ipl party,snacks for ipl party,25007,1.137,25.2,False,
2025-W46,2025-11-19,US,Lay's,lays chips,chips,71439,1.051,24.8,False,
2025-W46,2025-11-19,US,Lay's,lays classic,classic,68463,1.245,20.3,False,
2025-W46,2025-11-19,US,Lay's,lays sour cream onion,sour cream onion,36347,1.253,-8.0,False,
2025-W46,2025-11-19,US,Lay's,lays baked,baked,30688,1.279,12.5,False,
2025-W46,2025-11-19,US,Lay's,lays chile limon,chile limon,22509,1.185,4.4,False,
2025-W46,2025-11-19,US,Lay's,buy lays bulk,buy  bulk,17475,0.971,8.5,False,
2025-W46,2025-11-19,US,Pringles,pringles chips,chips,69238,1.117,-7.8,False,
2025-W46,2025-11-19,US,Pringles,pringles sour cream,sour cream,41102,1.209,28.4,False,
2025-W46,2025-11-19,US,Pringles,pringles original,original,35814,1.279,1.7,False,
2025-W46,2025-11-19,US,Pringles,pringles bbq,bbq,26549,1.264,26.5,False,
2025-W46,2025-11-19,US,Pringles,pringles wavy,wavy,14851,1.061,10.9,False,
2025-W46,2025-11-19,US,Pringles,pringles price drop,price drop,13285,1.208,-3.8,False,
2025-W46,2025-11-19,US,Doritos,doritos nacho cheese,nacho cheese,64258,1.108,31.3,False,
2025-W46,2025-11-19,US,Doritos,doritos cool ranch,cool ranch,52648,1.097,23.8,False,
2025-W46,2025-11-19,US,Doritos,doritos flamin hot,flamin hot,46622,1.11,19.8,False,
2025-W46,2025-11-19,US,Doritos,doritos flamin hot lime,flamin hot lime,18518,1.235,9.8,False,
2025-W46,2025-11-19,US,Doritos,doritos spicy nacho,spicy nacho,31320,1.01,12.5,False,
2025-W46,2025-11-19,US,Doritos,doritos controversy,controversy,4021,0.503,33.1,False,
2025-W46,2025-11-19,US,category,best chips brand,best chips brand,58033,1.116,11.8,False,
2025-W46,2025-11-19,US,category,healthy chip snacks,healthy chip snacks,102758,1.168,20.7,False,
2025-W46,2025-11-19,US,category,chips on sale near me,chips on sale near me,65484,1.039,6.6,False,
2025-W46,2025-11-19,US,category,super bowl snack ideas,super bowl snack ideas,56275,1.279,-1.1,False,
2025-W47,2025-11-26,India,Lay's,lays chips,chips,85923,1.161,10.6,False,
2025-W47,2025-11-26,India,Lay's,lays magic masala,magic masala,58151,1.14,5.9,False,
2025-W47,2025-11-26,India,Lay's,lays classic salted,classic salted,44249,1.164,12.5,False,
2025-W47,2025-11-26,India,Lay's,lays american cream onion,american cream onion,36402,1.255,-0.8,False,
2025-W47,2025-11-26,India,Lay's,lays spanish tomato tango,spanish tomato tango,24226,1.101,11.4,False,
2025-W47,2025-11-26,India,Lay's,lays max peri peri,max peri peri,20642,1.147,-0.2,False,
2025-W47,2025-11-26,India,Lay's,buy lays online,buy  online,33622,1.085,-5.2,False,
2025-W47,2025-11-26,India,Lay's,lays price,price,35674,1.274,17.1,False,
2025-W47,2025-11-26,India,Pringles,pringles chips,chips,41328,1.088,-0.2,False,
2025-W47,2025-11-26,India,Pringles,pringles original,original,22486,1.022,11.9,False,
2025-W47,2025-11-26,India,Pringles,pringles sour cream onion,sour cream onion,19354,1.075,14.8,False,
2025-W47,2025-11-26,India,Pringles,pringles wavy,wavy,9967,1.107,17.1,False,
2025-W47,2025-11-26,India,Pringles,pringles price india,price india,16073,1.005,-2.3,False,
2025-W47,2025-11-26,India,Pringles,pringles cheddar,cheddar,14739,1.34,-9.3,False,
2025-W47,2025-11-26,India,Doritos,doritos nacho cheese,nacho cheese,37022,1.277,-2.2,False,
2025-W47,2025-11-26,India,Doritos,doritos cool ranch,cool ranch,18929,1.113,-15.1,False,
2025-W47,2025-11-26,India,Doritos,doritos flamin hot,flamin hot,25649,1.221,25.6,False,
2025-W47,2025-11-26,India,Doritos,doritos flamin hot lime,flamin hot lime,8283,1.035,17.7,False,
2025-W47,2025-11-26,India,Doritos,doritos sweet chili,sweet chili,16132,1.344,5.2,False,
2025-W47,2025-11-26,India,Doritos,doritos controversy,controversy,1654,0.413,-13.3,False,
2025-W47,2025-11-26,India,category,best chips brand india,best chips brand india,48338,1.007,-5.1,False,
2025-W47,2025-11-26,India,category,healthy snacks india,healthy snacks india,73828,1.04,5.3,False,
2025-W47,2025-11-26,India,category,chips on offer today,chips on offer today,48203,1.236,-10.7,False,
2025-W47,2025-11-26,India,category,snacks for ipl party,snacks for ipl party,26298,1.195,31.4,False,
2025-W47,2025-11-26,US,Lay's,lays chips,chips,69742,1.026,-5.2,False,
2025-W47,2025-11-26,US,Lay's,lays classic,classic,55229,1.004,11.6,False,
2025-W47,2025-11-26,US,Lay's,lays sour cream onion,sour cream onion,34886,1.203,-0.5,False,
2025-W47,2025-11-26,US,Lay's,lays baked,baked,26025,1.084,16.3,False,
2025-W47,2025-11-26,US,Lay's,lays chile limon,chile limon,18027,0.949,-5.4,False,
2025-W47,2025-11-26,US,Lay's,buy lays bulk,buy  bulk,20663,1.148,-13.0,False,
2025-W47,2025-11-26,US,Pringles,pringles chips,chips,61951,0.999,10.5,False,
2025-W47,2025-11-26,US,Pringles,pringles sour cream,sour cream,37926,1.115,5.3,False,
2025-W47,2025-11-26,US,Pringles,pringles original,original,31651,1.13,-3.7,False,
2025-W47,2025-11-26,US,Pringles,pringles bbq,bbq,23859,1.136,4.7,False,
2025-W47,2025-11-26,US,Pringles,pringles wavy,wavy,14005,1.0,2.0,False,
2025-W47,2025-11-26,US,Pringles,pringles price drop,price drop,12957,1.178,19.2,False,
2025-W47,2025-11-26,US,Doritos,doritos nacho cheese,nacho cheese,67242,1.159,6.9,False,
2025-W47,2025-11-26,US,Doritos,doritos cool ranch,cool ranch,43313,0.902,16.3,False,
2025-W47,2025-11-26,US,Doritos,doritos flamin hot,flamin hot,42225,1.005,12.3,False,
2025-W47,2025-11-26,US,Doritos,doritos flamin hot lime,flamin hot lime,15637,1.042,9.6,False,
2025-W47,2025-11-26,US,Doritos,doritos spicy nacho,spicy nacho,31040,1.001,-11.0,False,
2025-W47,2025-11-26,US,Doritos,doritos controversy,controversy,2421,0.303,-29.5,False,
2025-W47,2025-11-26,US,category,best chips brand,best chips brand,52884,1.017,20.6,False,
2025-W47,2025-11-26,US,category,healthy chip snacks,healthy chip snacks,85269,0.969,-3.4,False,
2025-W47,2025-11-26,US,category,chips on sale near me,chips on sale near me,73926,1.173,16.7,False,
2025-W47,2025-11-26,US,category,super bowl snack ideas,super bowl snack ideas,47583,1.081,12.7,False,
2025-W48,2025-12-03,India,Lay's,lays chips,chips,70978,0.959,2.1,False,
2025-W48,2025-12-03,India,Lay's,lays magic masala,magic masala,61341,1.203,-3.8,False,
2025-W48,2025-12-03,India,Lay's,lays classic salted,classic salted,36373,0.957,14.9,False,
2025-W48,2025-12-03,India,Lay's,lays american cream onion,american cream onion,33098,1.141,-3.6,False,
2025-W48,2025-12-03,India,Lay's,lays spanish tomato tango,spanish tomato tango,23391,1.063,11.7,False,
2025-W48,2025-12-03,India,Lay's,lays max peri peri,max peri peri,20997,1.167,5.2,False,
2025-W48,2025-12-03,India,Lay's,buy lays online,buy  online,34241,1.105,4.7,False,
2025-W48,2025-12-03,India,Lay's,lays price,price,28296,1.011,5.3,False,
2025-W48,2025-12-03,India,Pringles,pringles chips,chips,41428,1.09,-2.4,False,
2025-W48,2025-12-03,India,Pringles,pringles original,original,22010,1.0,17.8,False,
2025-W48,2025-12-03,India,Pringles,pringles sour cream onion,sour cream onion,18561,1.031,10.0,False,
2025-W48,2025-12-03,India,Pringles,pringles wavy,wavy,10828,1.203,-6.4,False,
2025-W48,2025-12-03,India,Pringles,pringles price india,price india,15746,0.984,23.2,False,
2025-W48,2025-12-03,India,Pringles,pringles cheddar,cheddar,12518,1.138,19.0,False,
2025-W48,2025-12-03,India,Doritos,doritos nacho cheese,nacho cheese,26543,0.915,21.4,False,
2025-W48,2025-12-03,India,Doritos,doritos cool ranch,cool ranch,18564,1.092,13.2,False,
2025-W48,2025-12-03,India,Doritos,doritos flamin hot,flamin hot,24184,1.152,9.1,False,
2025-W48,2025-12-03,India,Doritos,doritos flamin hot lime,flamin hot lime,8144,1.018,17.9,False,
2025-W48,2025-12-03,India,Doritos,doritos sweet chili,sweet chili,13950,1.163,11.5,False,
2025-W48,2025-12-03,India,Doritos,doritos controversy,controversy,1989,0.497,14.6,False,
2025-W48,2025-12-03,India,category,best chips brand india,best chips brand india,49505,1.031,-0.6,False,
2025-W48,2025-12-03,India,category,healthy snacks india,healthy snacks india,69645,0.981,23.7,False,
2025-W48,2025-12-03,India,category,chips on offer today,chips on offer today,43641,1.119,-16.5,False,
2025-W48,2025-12-03,India,category,snacks for ipl party,snacks for ipl party,25942,1.179,2.8,False,
2025-W48,2025-12-03,US,Lay's,lays chips,chips,59494,0.875,-2.0,False,
2025-W48,2025-12-03,US,Lay's,lays classic,classic,58732,1.068,-7.2,False,
2025-W48,2025-12-03,US,Lay's,lays sour cream onion,sour cream onion,30907,1.066,12.9,False,
2025-W48,2025-12-03,US,Lay's,lays baked,baked,23368,0.974,18.3,False,
2025-W48,2025-12-03,US,Lay's,lays chile limon,chile limon,20733,1.091,-1.5,False,
2025-W48,2025-12-03,US,Lay's,buy lays bulk,buy  bulk,15902,0.883,8.8,False,
2025-W48,2025-12-03,US,Pringles,pringles chips,chips,62589,1.01,8.4,False,
2025-W48,2025-12-03,US,Pringles,pringles sour cream,sour cream,34931,1.027,22.2,False,
2025-W48,2025-12-03,US,Pringles,pringles original,original,30754,1.098,-0.7,False,
2025-W48,2025-12-03,US,Pringles,pringles bbq,bbq,23879,1.137,7.0,False,
2025-W48,2025-12-03,US,Pringles,pringles wavy,wavy,15192,1.085,12.9,False,
2025-W48,2025-12-03,US,Pringles,pringles price drop,price drop,9575,0.87,-8.6,False,
2025-W48,2025-12-03,US,Doritos,doritos nacho cheese,nacho cheese,64882,1.119,-12.8,False,
2025-W48,2025-12-03,US,Doritos,doritos cool ranch,cool ranch,45515,0.948,5.7,False,
2025-W48,2025-12-03,US,Doritos,doritos flamin hot,flamin hot,39236,0.934,-9.6,False,
2025-W48,2025-12-03,US,Doritos,doritos flamin hot lime,flamin hot lime,13777,0.918,-13.1,False,
2025-W48,2025-12-03,US,Doritos,doritos spicy nacho,spicy nacho,27964,0.902,5.6,False,
2025-W48,2025-12-03,US,Doritos,doritos controversy,controversy,3200,0.4,-5.8,False,
2025-W48,2025-12-03,US,category,best chips brand,best chips brand,51125,0.983,4.3,False,
2025-W48,2025-12-03,US,category,healthy chip snacks,healthy chip snacks,100722,1.145,13.5,False,
2025-W48,2025-12-03,US,category,chips on sale near me,chips on sale near me,55956,0.888,-0.8,False,
2025-W48,2025-12-03,US,category,super bowl snack ideas,super bowl snack ideas,48502,1.102,12.1,False,
2025-W49,2025-12-10,India,Lay's,lays chips,chips,77413,1.046,14.4,False,
2025-W49,2025-12-10,India,Lay's,lays magic masala,magic masala,52579,1.031,-16.3,False,
2025-W49,2025-12-10,India,Lay's,lays classic salted,classic salted,47903,1.261,14.0,False,
2025-W49,2025-12-10,India,Lay's,lays american cream onion,american cream onion,29269,1.009,-1.3,False,
2025-W49,2025-12-10,India,Lay's,lays spanish tomato tango,spanish tomato tango,27925,1.269,5.0,False,
2025-W49,2025-12-10,India,Lay's,lays max peri peri,max peri peri,19199,1.067,1.1,False,
2025-W49,2025-12-10,India,Lay's,buy lays online,buy  online,30629,0.988,6.0,False,
2025-W49,2025-12-10,India,Lay's,lays price,price,35491,1.268,22.6,False,
2025-W49,2025-12-10,India,Pringles,pringles chips,chips,46321,1.219,27.0,False,
2025-W49,2025-12-10,India,Pringles,pringles original,original,25643,1.166,12.1,False,
2025-W49,2025-12-10,India,Pringles,pringles sour cream onion,sour cream onion,18655,1.036,5.6,False,
2025-W49,2025-12-10,India,Pringles,pringles wavy,wavy,11069,1.23,-3.6,False,
2025-W49,2025-12-10,India,Pringles,pringles price india,price india,18383,1.149,-2.3,False,
2025-W49,2025-12-10,India,Pringles,pringles cheddar,cheddar,10989,0.999,9.0,False,
2025-W49,2025-12-10,India,Doritos,doritos nacho cheese,nacho cheese,36355,1.254,-20.2,False,
2025-W49,2025-12-10,India,Doritos,doritos cool ranch,cool ranch,18403,1.083,26.6,False,
2025-W49,2025-12-10,India,Doritos,doritos flamin hot,flamin hot,20661,0.984,20.0,False,
2025-W49,2025-12-10,India,Doritos,doritos flamin hot lime,flamin hot lime,8105,1.013,-8.8,False,
2025-W49,2025-12-10,India,Doritos,doritos sweet chili,sweet chili,14747,1.229,10.7,False,
2025-W49,2025-12-10,India,Doritos,doritos controversy,controversy,1713,0.428,36.6,False,
2025-W49,2025-12-10,India,category,best chips brand india,best chips brand india,48985,1.021,-3.4,False,
2025-W49,2025-12-10,India,category,healthy snacks india,healthy snacks india,76989,1.084,-6.1,False,
2025-W49,2025-12-10,India,category,chips on offer today,chips on offer today,42310,1.085,11.1,False,
2025-W49,2025-12-10,India,category,snacks for ipl party,snacks for ipl party,25982,1.181,5.0,False,
2025-W49,2025-12-10,US,Lay's,lays chips,chips,77252,1.136,13.1,False,
2025-W49,2025-12-10,US,Lay's,lays classic,classic,51506,0.936,14.0,False,
2025-W49,2025-12-10,US,Lay's,lays sour cream onion,sour cream onion,33891,1.169,1.9,False,
2025-W49,2025-12-10,US,Lay's,lays baked,baked,25619,1.067,3.2,False,
2025-W49,2025-12-10,US,Lay's,lays chile limon,chile limon,22710,1.195,2.9,False,
2025-W49,2025-12-10,US,Lay's,buy lays bulk,buy  bulk,19289,1.072,17.6,False,
2025-W49,2025-12-10,US,Pringles,pringles chips,chips,60978,0.984,-12.3,False,
2025-W49,2025-12-10,US,Pringles,pringles sour cream,sour cream,38422,1.13,1.5,False,
2025-W49,2025-12-10,US,Pringles,pringles original,original,31453,1.123,-1.4,False,
2025-W49,2025-12-10,US,Pringles,pringles bbq,bbq,19148,0.912,1.9,False,
2025-W49,2025-12-10,US,Pringles,pringles wavy,wavy,15055,1.075,10.9,False,
2025-W49,2025-12-10,US,Pringles,pringles price drop,price drop,11719,1.065,-1.9,False,
2025-W49,2025-12-10,US,Doritos,doritos nacho cheese,nacho cheese,67538,1.164,-7.3,False,
2025-W49,2025-12-10,US,Doritos,doritos cool ranch,cool ranch,46549,0.97,2.1,False,
2025-W49,2025-12-10,US,Doritos,doritos flamin hot,flamin hot,44402,1.057,30.4,False,
2025-W49,2025-12-10,US,Doritos,doritos flamin hot lime,flamin hot lime,15188,1.013,2.3,False,
2025-W49,2025-12-10,US,Doritos,doritos spicy nacho,spicy nacho,29812,0.962,-5.0,False,
2025-W49,2025-12-10,US,Doritos,doritos controversy,controversy,3479,0.435,5.5,False,
2025-W49,2025-12-10,US,category,best chips brand,best chips brand,57963,1.115,39.5,False,
2025-W49,2025-12-10,US,category,healthy chip snacks,healthy chip snacks,103567,1.177,21.3,False,
2025-W49,2025-12-10,US,category,chips on sale near me,chips on sale near me,74891,1.189,22.8,False,
2025-W49,2025-12-10,US,category,super bowl snack ideas,super bowl snack ideas,52759,1.199,0.5,False,
2025-W50,2025-12-17,India,Lay's,lays chips,chips,72882,0.985,-4.9,False,
2025-W50,2025-12-17,India,Lay's,lays magic masala,magic masala,56287,1.104,-3.8,False,
2025-W50,2025-12-17,India,Lay's,lays classic salted,classic salted,37929,0.998,8.8,False,
2025-W50,2025-12-17,India,Lay's,lays american cream onion,american cream onion,32897,1.134,-3.2,False,
2025-W50,2025-12-17,India,Lay's,lays spanish tomato tango,spanish tomato tango,23136,1.052,22.9,False,
2025-W50,2025-12-17,India,Lay's,lays max peri peri,max peri peri,19809,1.101,3.8,False,
2025-W50,2025-12-17,India,Lay's,buy lays online,buy  online,35698,1.152,-2.7,False,
2025-W50,2025-12-17,India,Lay's,lays price,price,28176,1.006,14.8,False,
2025-W50,2025-12-17,India,Pringles,pringles chips,chips,42676,1.123,43.9,False,
2025-W50,2025-12-17,India,Pringles,pringles original,original,26313,1.196,5.7,False,
2025-W50,2025-12-17,India,Pringles,pringles sour cream onion,sour cream onion,18482,1.027,13.8,False,
2025-W50,2025-12-17,India,Pringles,pringles wavy,wavy,11131,1.237,18.1,False,
2025-W50,2025-12-17,India,Pringles,pringles price india,price india,17227,1.077,-3.3,False,
2025-W50,2025-12-17,India,Pringles,pringles cheddar,cheddar,11226,1.021,0.3,False,
2025-W50,2025-12-17,India,Doritos,doritos nacho cheese,nacho cheese,37557,1.295,25.4,False,
2025-W50,2025-12-17,India,Doritos,doritos cool ranch,cool ranch,21541,1.267,13.5,False,
2025-W50,2025-12-17,India,Doritos,doritos flamin hot,flamin hot,24832,1.182,14.1,False,
2025-W50,2025-12-17,India,Doritos,doritos flamin hot lime,flamin hot lime,9181,1.148,-7.5,False,
2025-W50,2025-12-17,India,Doritos,doritos sweet chili,sweet chili,14007,1.167,18.5,False,
2025-W50,2025-12-17,India,Doritos,doritos controversy,controversy,1106,0.277,6.0,False,
2025-W50,2025-12-17,India,category,best chips brand india,best chips brand india,62872,1.31,27.4,False,
2025-W50,2025-12-17,India,category,healthy snacks india,healthy snacks india,92975,1.31,4.9,False,
2025-W50,2025-12-17,India,category,chips on offer today,chips on offer today,47974,1.23,21.9,False,
2025-W50,2025-12-17,India,category,snacks for ipl party,snacks for ipl party,23270,1.058,15.4,False,
2025-W50,2025-12-17,US,Lay's,lays chips,chips,82336,1.211,-12.1,False,
2025-W50,2025-12-17,US,Lay's,lays classic,classic,60959,1.108,14.9,False,
2025-W50,2025-12-17,US,Lay's,lays sour cream onion,sour cream onion,30962,1.068,22.5,False,
2025-W50,2025-12-17,US,Lay's,lays baked,baked,25329,1.055,-0.1,False,
2025-W50,2025-12-17,US,Lay's,lays chile limon,chile limon,19619,1.033,19.7,False,
2025-W50,2025-12-17,US,Lay's,buy lays bulk,buy  bulk,21737,1.208,9.7,False,
2025-W50,2025-12-17,US,Pringles,pringles chips,chips,70960,1.145,22.2,False,
2025-W50,2025-12-17,US,Pringles,pringles sour cream,sour cream,42541,1.251,14.6,False,
2025-W50,2025-12-17,US,Pringles,pringles original,original,30263,1.081,15.2,False,
2025-W50,2025-12-17,US,Pringles,pringles bbq,bbq,21578,1.028,33.6,False,
2025-W50,2025-12-17,US,Pringles,pringles wavy,wavy,13665,0.976,29.5,False,
